ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City
131,Science Book,Books,466.74,3.3,2935,804,0.35,1129,12-03-2024,Tulsa
463,Water Bottle,Drinkware,361.98,2,4282,595,0.28,1877,11-03-2024,Bonita Springs
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,11-03-2024,Oklahoma City
111,Toaster,Home & Kitchen,204.95,4.9,3,846,0.41,880,10-03-2024,Baltimore
493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,09-03-2024,Harrisburg
208,Multivitamin,Vitamins and supplements,83.29,2.9,2013,319,0.20,1518,09-03-2024,Spokane
872,Thongs,Underwear,447.72,2.7,4016,803,0.24,1289,09-03-2024,Columbia
109,Toaster,Home & Kitchen,189.02,3,3421,842,0.04,349,09-03-2024,Fort Worth
172,Puzzle,Toys & Games,436.35,1.1,4854,780,0.26,1439,08-03-2024,Boston
17,Headphones,Electronics,64.34,2.8,863,742,0.24,1020,08-03-2024,Palm Bay
222,Protein Powder,Vitamins and supplements,370.32,4.1,955,151,0.27,946,08-03-2024,Atlanta
51,Jacket,Clothing,351.03,2.6,1081,633,0.08,801,08-03-2024,Albany
797,Dutch Oven,Cookware,352.8,4.4,4280,68,0.07,1590,07-03-2024,Little Rock
496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,07-03-2024,Minneapolis
796,Saucepan,Cookware,29.51,2.1,4486,846,0.48,793,07-03-2024,Providence
777,Frying Pan,Cookware,10.11,4.7,2721,438,0.38,250,07-03-2024,Dallas
732,Bath Salts,Bath and body,265.72,1.3,3197,176,0.48,1634,06-03-2024,Kansas City
713,Scented Candle,Candles,419.33,1.8,4675,890,0.29,880,06-03-2024,Madison
756,Shower Gel,Bath and body,367.36,3.3,1129,374,0.25,697,05-03-2024,Allentown
634,Linen Sheets,Bedsheets,261.03,4.1,1003,418,0.04,1938,04-03-2024,Boston
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,04-03-2024,Raleigh
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,04-03-2024,Washington
15,Smartwatch,Electronics,336.3,3.4,2773,986,0.28,1762,03-03-2024,Seattle
275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,03-03-2024,Mesa
47,T-Shirt,Clothing,85.97,4.9,1715,681,0.41,1077,03-03-2024,Wichita
984,Electric Blanket,Blankets,80.1,1.1,616,538,0.47,870,03-03-2024,Miami
162,Board Game,Toys & Games,235.24,1.3,3569,228,0.00,1458,02-03-2024,Milwaukee
263,Moisturizer,Skin care,349.29,5,4795,301,0.05,1241,02-03-2024,Austin
246,Moisturizer,Skin care,196.41,3.2,1440,304,0.27,290,02-03-2024,Cleveland
168,Puzzle,Toys & Games,399.72,4,2419,934,0.23,1466,01-03-2024,Mission Viejo
800,Dutch Oven,Cookware,406.05,1.3,3644,269,0.34,517,01-03-2024,Riverside
639,Linen Sheets,Bedsheets,479.48,1.9,3847,582,0.47,370,01-03-2024,Wichita
33,Headphones,Electronics,429.6,2.6,1696,919,0.43,1648,29-02-2024,Buffalo
43,Sweater,Clothing,338.86,2.4,154,489,0.44,784,29-02-2024,Spokane
970,Weighted Blanket,Blankets,271.2,3.5,1301,562,0.06,454,29-02-2024,Cincinnati
765,Dutch Oven,Cookware,50.16,3.6,3106,378,0.32,236,29-02-2024,Tulsa
161,Board Game,Toys & Games,242.38,2.4,2343,16,0.21,60,29-02-2024,Queens
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,27-02-2024,Concord
642,Canvas Print,Posters and artwork,472.16,1.9,3075,92,0.46,287,27-02-2024,Orlando
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,26-02-2024,San Juan
179,Toy Car,Toys & Games,41.84,2.6,884,242,0.26,1353,26-02-2024,Tulsa
231,Protein Powder,Vitamins and supplements,312.4,3.8,575,885,0.08,1144,26-02-2024,St. Louis
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,25-02-2024,Tucson
403,Paint Set,Art and crafting materials,275.44,4,2390,946,0.18,1377,24-02-2024,Baltimore
750,Bath Salts,Bath and body,334.66,4.2,622,769,0.41,771,24-02-2024,Little Rock
688,Beeswax Candle,Candles,188.69,4,2756,474,0.06,211,24-02-2024,Reno
377,Electric Bike,Bicycles,306,4.6,3451,361,0.49,92,24-02-2024,San Francisco
525,Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,23-02-2024,Charleston
95,Toaster,Home & Kitchen,251.38,2.3,3818,42,0.12,1906,22-02-2024,Houston
718,Beeswax Candle,Candles,80.05,4,28,974,0.30,1419,22-02-2024,San Antonio
915,Spark Plugs,Motor vehicle parts,119.27,2.6,1125,45,0.01,1187,22-02-2024,Houston
317,Lipstick,Makeup,380.57,4.4,3895,210,0.50,131,22-02-2024,Hartford
106,Toaster,Home & Kitchen,396.69,3,2158,227,0.27,33,22-02-2024,Madison
643,Canvas Print,Posters and artwork,132.26,3.2,4552,740,0.45,1029,21-02-2024,Albany
90,Coffee Maker,Home & Kitchen,410.03,4.9,3037,733,0.40,400,21-02-2024,Tulsa
687,Scented Candle,Candles,159.81,2.6,3996,851,0.34,28,21-02-2024,Baton Rouge
646,Digital Art,Posters and artwork,232.66,4.1,2123,598,0.23,1553,20-02-2024,Allentown
416,Canvas,Art and crafting materials,269,4.2,3234,18,0.10,793,20-02-2024,Staten Island
24,Smartwatch,Electronics,133.37,3,1636,624,0.50,698,20-02-2024,Spokane
293,Lipstick,Makeup,194.19,2.6,3493,553,0.39,396,20-02-2024,Columbia
950,Screen Protector,Mobile phone accessories,234.29,1.4,3302,719,0.47,1922,19-02-2024,Houston
42,Jacket,Clothing,93.05,3.2,569,322,0.29,1815,19-02-2024,Portland
907,Spark Plugs,Motor vehicle parts,325.51,4.3,3748,48,0.32,1813,19-02-2024,San Jose
141,Biography,Books,154.08,3.9,3057,193,0.27,1136,19-02-2024,Bronx
469,Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,19-02-2024,San Juan
903,Car Battery,Motor vehicle parts,173.55,3.3,2886,116,0.28,1897,17-02-2024,Rochester
602,Silk Sheets,Bedsheets,243.09,3.7,1647,566,0.32,1490,17-02-2024,Omaha
867,Briefs,Underwear,261.46,3.9,18,364,0.10,1784,16-02-2024,Provo
280,Cleanser,Skin care,416.37,2.3,2530,936,0.41,1676,16-02-2024,Sacramento
337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,16-02-2024,Harrisburg
134,Science Book,Books,299.72,2.6,1332,136,0.10,312,16-02-2024,Portland
394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,15-02-2024,Richmond
388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,15-02-2024,Palm Bay
727,Body Scrub,Bath and body,481.95,1.5,2476,268,0.08,147,15-02-2024,New York
532,Red Wine,Wine,113.83,2.2,2294,558,0.20,146,15-02-2024,Kansas City
319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,14-02-2024,Salt Lake City
432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,13-02-2024,Baton Rouge
558,Rose Wine,Wine,139.36,2.7,607,674,0.41,827,13-02-2024,Concord
805,Nail Polish,Nail care,186.59,1.3,4136,428,0.27,365,13-02-2024,Memphis
996,Throw Blanket,Blankets,207.72,2.3,1973,16,0.46,325,13-02-2024,Baton Rouge
972,Throw Blanket,Blankets,209.1,4.7,1209,33,0.06,130,13-02-2024,San Jose
366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,12-02-2024,El Paso
80,Jeans,Clothing,475.7,4.6,3019,407,0.31,1031,11-02-2024,Providence
717,Scented Candle,Candles,266.47,1.9,3878,889,0.04,924,10-02-2024,Tampa
484,Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,10-02-2024,Washington
420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0.00,82,10-02-2024,Toledo
121,Biography,Books,202.3,4.3,1318,615,0.19,1714,08-02-2024,Denver
396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,07-02-2024,Brooklyn
74,Jacket,Clothing,131.87,2.3,3522,172,0.01,1243,07-02-2024,Omaha
743,Body Scrub,Bath and body,209.61,3.1,2749,0,0.10,428,07-02-2024,New Orleans
845,Briefs,Underwear,17.85,4.9,2636,484,0.30,1281,06-02-2024,Bronx
216,Vitamin D,Vitamins and supplements,448.46,3.2,3385,21,0.23,514,06-02-2024,New Haven
29,Headphones,Electronics,406.66,2.4,1734,819,0.47,1959,05-02-2024,Providence
911,Brake Pads,Motor vehicle parts,73.25,4,3933,313,0.31,1945,05-02-2024,Buffalo
489,Eau de Parfum,Perfume and cologne,474.07,3,1497,782,0.25,863,05-02-2024,Birmingham
352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,05-02-2024,Akron
244,Cleanser,Skin care,224.7,4.6,1000,278,0.22,1354,04-02-2024,Palm Bay
521,White Wine,Wine,256.29,1.2,4917,87,0.46,1230,04-02-2024,Cape Coral
329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,04-02-2024,Indianapolis
349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,04-02-2024,Kansas City
127,Fantasy Book,Books,204.67,4.2,3228,46,0.20,1708,03-02-2024,Charlotte
227,Fish Oil,Vitamins and supplements,57.72,2.6,13,503,0.29,1107,03-02-2024,New York
265,Toner,Skin care,189.81,2.4,3046,707,0.22,827,03-02-2024,Bakersfield
755,Bath Salts,Bath and body,84.17,1.6,787,747,0.03,492,03-02-2024,Miami
594,Wool Socks,Socks,334.22,1.6,1445,119,0.09,1757,02-02-2024,Buffalo
355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,02-02-2024,Tampa
617,Bamboo Sheets,Bedsheets,433.83,2,2398,433,0.45,1494,01-02-2024,Cape Coral
243,Moisturizer,Skin care,287.84,4,1347,609,0.20,493,01-02-2024,McAllen
374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,01-02-2024,Riverside
353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,31-01-2024,Little Rock
522,Rose Wine,Wine,359.35,1,120,384,0.46,1364,31-01-2024,Columbia
450,Wine Glass,Drinkware,39.26,3.7,515,601,0.50,630,31-01-2024,Kansas City
890,Car Battery,Motor vehicle parts,412.66,1.6,1158,696,0.02,617,31-01-2024,Fresno
683,Soy Candle,Candles,16.32,3.2,935,908,0.48,290,31-01-2024,Bonita Springs
93,Toaster,Home & Kitchen,230.95,4.6,4637,758,0.26,80,31-01-2024,Portland
19,Headphones,Electronics,151.98,1.6,2625,681,0.40,1976,30-01-2024,Charlotte
445,Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,30-01-2024,Allentown
155,Biography,Books,416.57,1.8,341,980,0.13,1310,30-01-2024,Salt Lake City
815,Nail Polish,Nail care,206.92,3.7,2489,199,0.37,859,30-01-2024,Allentown
239,Vitamin D,Vitamins and supplements,489.53,2.5,3485,113,0.12,1561,28-01-2024,Columbia
613,Bamboo Sheets,Bedsheets,418.94,4.7,4567,719,0.23,1957,27-01-2024,New York
806,Nail Polish,Nail care,53.98,4.6,3201,351,0.24,1341,27-01-2024,New Haven
1000,Throw Blanket,Blankets,136.53,2,4055,282,0.38,1089,27-01-2024,San Francisco
526,White Wine,Wine,193.02,2.1,2895,96,0.16,828,27-01-2024,Charleston
725,Body Scrub,Bath and body,47.61,1,2226,55,0.21,110,27-01-2024,Richmond
478,Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,26-01-2024,Pittsburgh
583,Ankle Socks,Socks,401.16,2.3,903,92,0.12,1083,26-01-2024,Charleston
440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,26-01-2024,Portland
483,Body Spray,Perfume and cologne,213.09,4,4538,161,0.39,520,25-01-2024,Las Vegas
31,Laptop,Electronics,491.26,3.1,4976,1,0.50,253,24-01-2024,San Antonio
113,Coffee Maker,Home & Kitchen,110.49,4.9,1810,723,0.25,112,24-01-2024,Columbia
378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,23-01-2024,Richmond
534,Rose Wine,Wine,351.25,3.8,448,924,0.25,1522,23-01-2024,Portland
251,Sunscreen,Skin care,44.93,4.8,714,50,0.03,788,23-01-2024,Omaha
752,Body Lotion,Bath and body,135.53,1.9,3580,297,0.43,375,23-01-2024,Milwaukee
335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,22-01-2024,Des Moines
45,Sweater,Clothing,260.56,3,4780,19,0.32,511,22-01-2024,San Juan
572,Wool Socks,Socks,97.88,3.8,1749,753,0.33,92,22-01-2024,Las Vegas
619,Cotton Sheets,Bedsheets,432.94,4.3,2044,480,0.06,1788,21-01-2024,Spokane
245,Toner,Skin care,155.47,3.6,2772,654,0.32,710,21-01-2024,Portland
976,Throw Blanket,Blankets,118.14,3.1,4234,502,0.40,28,21-01-2024,Phoenix
30,Headphones,Electronics,469,1.6,4061,297,0.13,1787,20-01-2024,Buffalo
27,Laptop,Electronics,190.21,3.5,197,981,0.27,751,20-01-2024,Virginia Beach
435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,18-01-2024,San Jose
992,Throw Blanket,Blankets,57.35,2.1,4264,329,0.44,1328,18-01-2024,Richmond
781,Frying Pan,Cookware,177.21,2.8,294,188,0.25,1102,18-01-2024,Sacramento
385,Road Bike,Bicycles,35.06,2,726,688,0.30,849,18-01-2024,Richmond
373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,17-01-2024,Oakland
49,Jacket,Clothing,352.76,1.6,4364,369,0.26,1693,17-01-2024,St. Louis
474,Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,17-01-2024,San Jose
609,Linen Sheets,Bedsheets,153.95,1.2,870,667,0.30,1029,17-01-2024,Madison
56,Jacket,Clothing,33.55,4.8,2849,179,0.19,761,17-01-2024,Hartford
618,Linen Sheets,Bedsheets,156.44,1.4,1269,600,0.36,1922,15-01-2024,Orlando
608,Linen Sheets,Bedsheets,267.12,4.1,4322,370,0.17,816,15-01-2024,Bronx
794,Grill Pan,Cookware,348.71,1.7,124,80,0.25,1861,14-01-2024,Tulsa
575,Wool Socks,Socks,418.56,3.6,1610,967,0.05,1834,14-01-2024,Louisville
733,Bath Salts,Bath and body,213.75,3.2,3916,637,0.26,309,14-01-2024,Cape Coral
993,Electric Blanket,Blankets,214.76,1.2,527,226,0.08,1564,13-01-2024,Akron
136,Science Book,Books,371.38,2.8,954,875,0.46,1205,12-01-2024,Fresno
63,T-Shirt,Clothing,288.57,3.3,1122,547,0.19,95,12-01-2024,Boise
154,Biography,Books,269.53,4.3,40,933,0.03,1700,11-01-2024,Port St. Lucie
566,Knee-High Socks,Socks,495.43,4,2730,449,0.35,938,11-01-2024,Mesa
274,Cleanser,Skin care,196.65,2.4,2496,842,0.41,1725,10-01-2024,Raleigh
102,Microwave,Home & Kitchen,191.53,2.9,4569,27,0.18,1239,10-01-2024,Washington
232,Multivitamin,Vitamins and supplements,184.8,3.1,2352,496,0.35,1847,08-01-2024,Staten Island
137,Novel,Books,254.2,2.7,4380,62,0.14,665,08-01-2024,Denton
393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,08-01-2024,Jacksonville
429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,07-01-2024,Grand Rapids
764,Dutch Oven,Cookware,407.85,4.8,3797,58,0.40,1644,07-01-2024,Palm Bay
252,Cleanser,Skin care,105.33,1.7,963,372,0.14,1562,07-01-2024,Miami
11,Laptop,Electronics,274.45,3.3,4859,187,0.27,1064,07-01-2024,Memphis
124,Fantasy Book,Books,91.7,4.5,2035,477,0.45,419,07-01-2024,Pittsburgh
503,Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.30,218,07-01-2024,Raleigh
276,Toner,Skin care,112.17,4.7,4137,677,0.41,1826,06-01-2024,Dallas
674,Art Print,Posters and artwork,23.65,3.5,4416,434,0.27,1431,05-01-2024,Pittsburgh
254,Toner,Skin care,413.36,3.1,1286,350,0.43,1062,05-01-2024,Cleveland
663,Canvas Print,Posters and artwork,24.71,2.8,2182,579,0.49,477,05-01-2024,San Jose
18,Smartwatch,Electronics,454.71,2,1678,170,0.10,524,04-01-2024,Charlotte
672,Framed Poster,Posters and artwork,306.94,4.4,2410,282,0.37,161,04-01-2024,Portland
147,Biography,Books,110.44,2.2,943,977,0.01,774,03-01-2024,Port St. Lucie
531,White Wine,Wine,91.22,4.6,4729,649,0.32,114,02-01-2024,Little Rock
202,Fish Oil,Vitamins and supplements,382.45,2.8,4665,891,0.36,1185,01-01-2024,El Paso
616,Silk Sheets,Bedsheets,96.82,2.2,1977,282,0.03,270,01-01-2024,Austin
356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,01-01-2024,Dallas
918,Brake Pads,Motor vehicle parts,219.18,2.9,4284,414,0.32,1099,31-12-2023,Charlotte
146,Biography,Books,404.6,5,1311,119,0.40,1935,30-12-2023,New York
528,Red Wine,Wine,178.94,2.8,2942,725,0.15,1262,30-12-2023,Reno
557,Sparkling Wine,Wine,53.31,3.8,203,160,0.22,768,30-12-2023,Cincinnati
563,Wool Socks,Socks,394.03,3.3,4603,303,0.16,597,29-12-2023,Salt Lake City
589,Wool Socks,Socks,180.06,3.2,2153,270,0.02,1526,28-12-2023,Mission Viejo
73,T-Shirt,Clothing,300.03,2.4,3486,786,0.39,1205,28-12-2023,Louisville
262,Moisturizer,Skin care,494.01,1.5,3729,834,0.22,636,28-12-2023,Minneapolis
832,Nail Clippers,Nail care,258.28,4.4,853,660,0.07,477,28-12-2023,El Paso
486,Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,28-12-2023,Las Vegas
861,Panties,Underwear,135.64,4.7,3815,246,0.40,1262,27-12-2023,Tucson
491,Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,27-12-2023,Birmingham
188,Board Game,Toys & Games,276.45,4.5,1312,261,0.26,335,27-12-2023,Boise
302,Mascara,Makeup,337,1,1827,381,0.13,1640,26-12-2023,McAllen
942,Phone Case,Mobile phone accessories,277.04,1.3,2739,180,0.08,1487,26-12-2023,Denver
680,Framed Poster,Posters and artwork,420.26,1.5,3629,799,0.41,1424,26-12-2023,Mesa
963,Electric Blanket,Blankets,14.22,1.1,2073,26,0.23,1919,25-12-2023,Jacksonville
257,Cleanser,Skin care,300.83,4.2,9,983,0.21,1660,25-12-2023,Denton
568,Ankle Socks,Socks,113.7,5,2827,561,0.32,1136,25-12-2023,Pittsburgh
638,Bamboo Sheets,Bedsheets,263.96,3.8,4866,757,0.16,1806,24-12-2023,New Orleans
854,Boxers,Underwear,172.76,3.8,1223,100,0.46,1609,24-12-2023,Denver
689,Pillar Candle,Candles,379.2,4.5,4085,786,0.37,684,24-12-2023,Mission Viejo
115,Blender,Home & Kitchen,270.97,1.2,4785,9,0.27,1673,23-12-2023,Allentown
22,Headphones,Electronics,90.68,3.1,4413,676,0.35,1257,23-12-2023,Austin
876,Panties,Underwear,50.46,1.6,4734,236,0.26,54,23-12-2023,Birmingham
112,Coffee Maker,Home & Kitchen,364.22,4.3,4289,846,0.27,1049,22-12-2023,Tucson
296,Blush,Makeup,448.61,3.5,78,912,0.03,855,22-12-2023,Des Moines
322,Rain Jacket,Coats and jackets,350.75,4,2974,867,0.26,431,22-12-2023,Chicago
859,Briefs,Underwear,242.41,1.7,2415,250,0.03,1954,21-12-2023,Cape Coral
488,Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,20-12-2023,Cleveland
453,Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,20-12-2023,Concord
719,Soy Candle,Candles,260.74,2.9,903,519,0.42,339,20-12-2023,Palm Bay
185,Puzzle,Toys & Games,52.62,2.6,974,37,0.13,1924,19-12-2023,Miami
897,Car Battery,Motor vehicle parts,434.45,4.5,4354,323,0.12,1191,19-12-2023,Bronx
357,Denim Jacket,Coats and jackets,453.63,4,4433,313,0.31,278,19-12-2023,Concord
85,Microwave,Home & Kitchen,83.7,3.4,4158,216,0.48,794,18-12-2023,Akron
181,Board Game,Toys & Games,484.86,4.5,3170,19,0.50,1596,17-12-2023,Houston
236,Vitamin D,Vitamins and supplements,18.52,2.3,3868,184,0.29,1207,17-12-2023,Orlando
893,Oil Filter,Motor vehicle parts,302.11,4,417,555,0.34,325,17-12-2023,Bridgeport
431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,16-12-2023,San Juan
887,Oil Filter,Motor vehicle parts,192.3,1.4,2440,712,0.12,1278,16-12-2023,Louisville
913,Spark Plugs,Motor vehicle parts,232.42,3,1928,575,0.14,636,16-12-2023,Springfield
715,Scented Candle,Candles,212.93,4.8,3981,678,0.30,219,16-12-2023,Kansas City
711,Scented Candle,Candles,16.32,1.9,746,701,0.18,769,15-12-2023,Fresno
792,Grill Pan,Cookware,468.05,4.6,3960,698,0.44,1963,14-12-2023,Queens
901,Spark Plugs,Motor vehicle parts,409.89,4.9,3686,550,0.03,1848,14-12-2023,El Paso
189,Toy Car,Toys & Games,426.79,4.5,1704,780,0.42,1368,14-12-2023,San Francisco
40,Smartphone,Electronics,442.91,4,1060,279,0.17,301,14-12-2023,Cleveland
477,Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,14-12-2023,Las Vegas
68,Sweater,Clothing,339.53,4,3222,143,0.39,108,14-12-2023,San Francisco
843,Thongs,Underwear,165.84,4.7,1927,529,0.46,4,13-12-2023,Charleston
381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,12-12-2023,San Francisco
758,Body Scrub,Bath and body,407.92,4.3,3086,216,0.16,1570,12-12-2023,Houston
218,Fish Oil,Vitamins and supplements,171.22,2.9,4780,903,0.44,308,12-12-2023,Sacramento
96,Blender,Home & Kitchen,235.46,3.3,3445,911,0.32,359,11-12-2023,Houston
948,Phone Case,Mobile phone accessories,438.62,3.9,4067,99,0.44,1597,10-12-2023,Manhattan
776,Saucepan,Cookware,461.14,2.4,3236,487,0.24,1449,10-12-2023,Knoxville
53,Jeans,Clothing,367.72,1.2,4249,655,0.08,1109,10-12-2023,San Francisco
862,Thongs,Underwear,216.16,3,3799,688,0.36,1103,10-12-2023,Oklahoma City
870,Thongs,Underwear,481.09,3.5,4144,776,0.02,1081,10-12-2023,Oakland
714,Scented Candle,Candles,43.37,1.9,4478,133,0.23,502,10-12-2023,Grand Rapids
712,Beeswax Candle,Candles,196.67,1.2,2306,134,0.45,1771,09-12-2023,Spokane
444,Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,09-12-2023,Mission Viejo
994,Fleece Blanket,Blankets,61.84,3,1176,788,0.47,56,09-12-2023,Long Beach
562,Ankle Socks,Socks,289.87,2.2,2828,880,0.48,458,08-12-2023,Tulsa
65,T-Shirt,Clothing,195.09,3.1,595,879,0.19,396,08-12-2023,Louisville
678,Art Print,Posters and artwork,341.42,3.7,194,662,0.00,122,08-12-2023,San Juan
472,Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,07-12-2023,Fresno
